CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2022-20479","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-20479","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-20479","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.50","Variant","Secondary Candidate"
"CVE-2022-39953","CWE-269","Improper Privilege Management","Primary","1.00","Class","Discouraged"
"CVE-2022-39953","CWE-280","Improper Handling of Insufficient Permissions or Privileges","Secondary","0.75","Base","Allowed"
"CVE-2022-20076","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Primary CWE"
"CVE-2022-20076","CWE-755","Improper Handling of Exceptional Conditions","Secondary","0.50","Class","Secondary Candidate"
"CVE-2021-45918","CWE-122","Heap-based Buffer Overflow","Primary","0.90","Variant","Primary CWE"
"CVE-2021-45918","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-45918","CWE-20","Improper Input Validation","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-2543","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-2543","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Secondary","0.70","Base","Allowed"
"CVE-2022-33731","CWE-284","Improper Access Control","Primary","0.80","Pillar","Discouraged"
"CVE-2022-33731","CWE-926","Improper Export of Android Application Components","Secondary","0.60","Variant","Allowed"
"CVE-2022-33731","CWE-285","Improper Authorization","Secondary","0.50","Class","Discouraged"
"CVE-2021-44168","CWE-494","Download of Code Without Integrity Check","Primary","1.00","Base","Primary CWE"
"CVE-2021-22288","CWE-20","Improper Input Validation","Primary","0.75","Class","Discouraged"
"CVE-2021-22288","CWE-400","Uncontrolled Resource Consumption","Secondary","0.60","Class","Discouraged"
"CVE-2022-33749","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","1.00","Base","Primary CWE"
"CVE-2022-33749","CWE-774","Allocation of File Descriptors or Handles Without Limits or Throttling","Primary","0.80","Variant","Secondary Candidate"
"CVE-2022-33749","CWE-400","Uncontrolled Resource Consumption","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-38135","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-38135","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.70","Base","Allowed"
"CVE-2022-20616","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-20616","CWE-200","Information Exposure","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-45379","CWE-328","Use of Weak Hash","Primary","1.00","Base","Allowed"
"CVE-2022-45379","CWE-916","Use of Password Hash With Insufficient Computational Effort","Secondary","0.70","Base","Allowed"
"CVE-2022-45379","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Secondary","0.70","Base","Allowed"
"CVE-2022-3493","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-22792","CWE-233","Improper Handling of Parameters","Primary","0.90","Base","Primary CWE"
"CVE-2022-22792","CWE-532","Insertion of Sensitive Information into Log File","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-22792","CWE-209","Generation of Error Message Containing Sensitive Information","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-20698","CWE-476","NULL Pointer Dereference","Primary","0.90","Base","Allowed"
"CVE-2022-20698","CWE-125","Out-of-bounds Read","Secondary","0.70","Base","Allowed"
"CVE-2022-2302","CWE-304","Missing Critical Step in Authentication","Primary","1.00","Base","Primary CWE"
"CVE-2022-2302","CWE-288","Authentication Bypass Using an Alternate Path or Channel","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-2302","CWE-306","Missing Authentication for Critical Function","Primary","0.60","Base","Secondary Candidate"
"CVE-2021-22923","CWE-319","Cleartext Transmission of Sensitive Information","Primary","0.90","Base","Primary CWE"
"CVE-2021-22923","CWE-201","Insertion of Sensitive Information Into Sent Data","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-22923","CWE-639","Authorization Bypass Through User-Controlled Key","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-47967","CWE-787","Out-of-bounds Write","Primary","1.00","Base","This CWE entry is at the Base level of abstraction; which is a preferred level of abstraction for mapping to the root causes of vulnerabilities."
"CVE-2022-47967","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Unknown","0.70","Class","CWE-119 is commonly misused in low-information vulnerability reports when lower-level CWEs could be used instead; or when more details about the vulnerability are available."
"CVE-2021-42888","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-42888","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-36891","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-1337","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.90","Variant","Primary CWE: The vulnerability directly involves allocating memory based on a large size; but **without ensuring that the size is within expected limits**; leading to a crash."
"CVE-2022-1337","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.70","Base","Secondary CWE: The **improper memory allocation** stems from a lack of limits on resource allocation."
"CVE-2022-24721","CWE-863","Incorrect Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-24721","CWE-285","Improper Authorization","Secondary","0.70","Class","Discouraged"
"CVE-2022-24721","CWE-923","Improper Restriction of Communication Channel to Intended Endpoints","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-24721","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.50","Class","Discouraged"
"CVE-2022-23448","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-23448","CWE-285","Improper Authorization","Secondary","0.60","Class","Discouraged"
"CVE-2022-39308","CWE-208","Observable Timing Discrepancy","Primary","1.00","Base","Allowed"
"CVE-2022-39308","CWE-1254","Incorrect Comparison Logic Granularity","Secondary","0.80","Base","Allowed"
"CVE-2022-42329","CWE-833","Deadlock","Primary","0.90","Base","Primary CWE"
"CVE-2022-42329","CWE-667","Improper Locking","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-29922","CWE-20","Improper Input Validation","Unknown","0.80","Class","Consider lower-level children; such as CWE-1284; CWE-1286; CWE-1287; CWE-1288; or CWE-1289."
"CVE-2022-29922","CWE-1287","Improper Validation of Specified Type in Input","Primary","0.70","Base","This CWE entry is at the Base level of abstraction; which is a preferred level of abstraction for mapping to the root causes of vulnerabilities."
"CVE-2022-29922","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.40","Base","This CWE entry is at the Base level of abstraction; which is a preferred level of abstraction for mapping to the root causes of vulnerabilities."
"CVE-2021-21958","CWE-122","Heap-based Buffer Overflow","Primary","0.95","Variant","Primary CWE"
"CVE-2021-21958","CWE-190","Integer Overflow or Wraparound","Primary","0.75","Base","Secondary candidate"
"CVE-2021-21958","CWE-131","Incorrect Calculation of Buffer Size","Primary","0.75","Base","Secondary candidate"
"CVE-2022-29640","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2022-46831","CWE-863","Incorrect Authorization","Primary","0.75","Class","Allowed-with-Review"
"CVE-2022-46831","CWE-285","Improper Authorization","Secondary","0.50","Class","Discouraged"
"CVE-2022-20480","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.90","Base","Allowed"
"CVE-2022-20480","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Discouraged"
"CVE-2022-20480","CWE-1284","Improper Validation of Specified Quantity in Input","Secondary","0.60","Base","Allowed"
"CVE-2022-20480","CWE-789","Memory Allocation with Excessive Size Value","Secondary","0.60","Variant","Allowed"
"CVE-2022-41169","CWE-787","Out-of-bounds Write","Primary","0.75","Base","Primary CWE"
"CVE-2022-41169","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-41169","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.40","Base","Secondary Candidate"
"CVE-2022-30525","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-43455","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-43455","CWE-73","External Control of File Name or Path","Secondary","0.70","Base","Allowed"
"CVE-2022-46140","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Primary CWE"
"CVE-2022-32618","CWE-131","Incorrect Calculation of Buffer Size","Primary","0.90","Base","Allowed"
"CVE-2022-32618","CWE-787","Out-of-bounds Write","Secondary","0.80","Base","Allowed"
"CVE-2022-46076","CWE-288","Authentication Bypass Using an Alternate Path or Channel","Primary","0.90","Base","Primary CWE"
"CVE-2022-46076","CWE-807","Reliance on Untrusted Inputs in a Security Decision","Primary","0.70","Base","Secondary CWE Candidate"
"CVE-2021-38924","CWE-209","Generation of Error Message Containing Sensitive Information","Primary","1.00","Base","Allowed"
"CVE-2021-38924","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.70","Class","Discouraged"
"CVE-2022-23367","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-23367","CWE-601","URL Redirection to Untrusted Site ('Open Redirect')","Primary","0.70","Base","Secondary CWE"
"CVE-2022-23650","CWE-321","Use of Hard-coded Cryptographic Key","Primary","1.00","Variant","Primary CWE"
"CVE-2022-23650","CWE-798","Use of Hard-coded Credentials","Primary","0.75","Base","Secondary Candidate"
"CVE-2022-23650","CWE-1391","Use of Weak Credentials","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-31620","CWE-125","Out-of-bounds Read","Primary","0.90","Base","Primary CWE. The **out-of-bounds array access** resulted in reading data past the end of the intended buffer."
"CVE-2022-31620","CWE-617","Reachable Assertion","Primary","0.70","Base","Secondary CWE. The **out-of-bounds array access** caused an assertion failure; leading to a denial of service."
"CVE-2022-31620","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Unknown","0.60","Class","Considered but less specific than CWE-125."
"CVE-2022-31529","CWE-36","Absolute Path Traversal","Primary","1.00","Base","Primary CWE"
"CVE-2022-31529","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-31529","CWE-73","External Control of File Name or Path","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-27839","CWE-287","Improper Authentication","Primary","1.00","Class","Discouraged"
"CVE-2022-27839","CWE-306","Missing Authentication for Critical Function","Secondary","0.70","Base","Allowed"
"CVE-2022-2614","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-2614","CWE-366","Race Condition within a Thread","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-2614","CWE-415","Double Free","Primary","0.50","Variant","Secondary Candidate"
"CVE-2022-31547","CWE-36","Absolute Path Traversal","Primary","1.00","Base","Primary CWE"
"CVE-2022-31547","CWE-73","External Control of File Name or Path","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-29596","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","1.00","Base","Primary CWE: The core issue is the ability to traverse directories outside the intended restricted area."
"CVE-2022-29596","CWE-288","Authentication Bypass Using an Alternate Path or Channel","Primary","0.90","Base","Secondary CWE: The path traversal leads to authentication bypass."
"CVE-2022-40023","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Primary CWE"
"CVE-2022-22034","CWE-782","Exposed IOCTL with Insufficient Access Control","Primary","0.70","Variant","Primary CWE"
"CVE-2022-22034","CWE-781","Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code","Primary","0.60","Variant","Secondary Candidate"
"CVE-2022-1656","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-1656","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.70","Base","Allowed"
"CVE-2022-27508","CWE-410","Insufficient Resource Pool","Primary","0.80","Base","Primary CWE"
"CVE-2022-27508","CWE-400","Uncontrolled Resource Consumption","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-27673","CWE-285","Improper Authorization","Primary","0.90","Class","Discouraged"
"CVE-2022-27673","CWE-1220","Insufficient Granularity of Access Control","Secondary","0.80","Base","Allowed"
"CVE-2022-23807","CWE-661","Improper Handling of Switch Statements and Cases","Primary","0.75","Base","Allowed"
"CVE-2022-23807","CWE-287","Improper Authentication","Secondary","0.50","Class","Discouraged"
"CVE-2021-29662","CWE-1389","Incorrect Parsing of Numbers with Different Radices","Primary","0.90","Base","Allowed"
"CVE-2021-29662","CWE-291","Reliance on IP Address for Authentication","Secondary","0.70","Variant","Allowed"
"CVE-2021-29662","CWE-1286","Improper Validation of Syntactic Correctness of Input","Secondary","0.60","Base","Allowed"
"CVE-2022-21708","CWE-674","Uncontrolled Recursion","Primary","0.90","Class","Primary CWE"
"CVE-2022-21708","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.70","Variant","Secondary Candidate"
"CVE-2022-41983","CWE-319","Cleartext Transmission of Sensitive Information","Primary","0.90","Base","Allowed"
"CVE-2022-41983","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Secondary","0.60","Class","Allowed-with-Review"
